accession,ler_number,docket,report_date,chars,title
ML24115A165,296-2024-002-00,05000296,2024-04-24,20274,"LER 2024-002-00 for Browns Ferry Nuclear Plant, Unit 3, Breaker Trip Automatically Started an Emergency Diesel Generator"
ML25311A147,318-2024-001-02,05000318,2025-11-07,28727,"LER 2024-001-02 for Calvert Cliffs Nuclear Power Plant, Unit 2, Submittal of Manual Reactor Trip Due to 22 Steam Generator Feed Pump Trip"
ML24113A201,296-2024-001-00,05000296,2024-04-22,27178,"LER 2024-001-00 for Browns Ferry Nuclear Plant, Unit 3, Primary Containment Isolation Valve Inoperable due to Incorrect Motor Operated Valve Setup"
ML24108A143,395-2024-001-00,05000395,2024-04-17,11016,"LER 2024-001-00 for Virgil C. Summer Nuclear Station (VCSNS), Unit 1, Automatic Actuation of 'B' Emergency Diesel Generator"
ML24102A124,325-2024-002-00,05000325,2024-04-10,11840,"LER 2024-002-00 for Brunswick Steam Electric Plant Units 1 & 2, re Automatic Start of Emergency Diesel Generator due to Emergency Bus De-energization"
ML24102A123,325-2024-001-00,05000325,2024-04-10,10700,"LER 2024-001-00 for Brunswick Steam Electric Station, Unit 1 - Primary Containment Penetration Local Leak Rate Testing Failure"
ML24171A018,348-2024-002-01,05000348,2024-06-19,14448,"LER 2024-002-01 for Joseph M. Farley Nuclear Plant, Unit 2, Manual Reactor Trip due to Loss of Power to the 2A 125 Volt DC Distribution Panel"
ML24095A326,483-2024-001-00,05000483,2024-04-04,14060,"LER 2024-001-00 for Callaway Plant, Unit 1, Reactor Trip Due to Turbine Trip"
ML24100A863,321-2024-001-00,05000321,2024-04-09,9793,"LER 2024-001-00 for Edwin I. Hatch Nuclear Plant, Unit 1, Primary Containment Penetration Exceeded Maximum Allowable Primary Containment Leakage Rate (La)"
ML25051A147,298-2024-003-01,05000298,2025-02-20,21532,"LER 2024-003-01 for Cooper Nuclear Station, High Pressure Coolant Injection Steam Leak Causes Condition that Could Have Prevented Fulfillment of a Safety Function and a Condition Prohibited by Technical Specifications"
ML24081A121,277-2024-001-00,05000277,2024-03-21,12415,"LER 2024-001-00 for Peach Bottom Atomic Power Station Unit 2, Automatic Reactor Scram due to an Invalid Generator Lockout"
ML24087A196,416-2024-001-00,05000416,2024-03-27,10485,"LER 2024-001-00 for Grand Gulf Nuclear Station, Unit 1, High Pressure Core Spray Inoperable due to Minimum Flow Valve Failure to Close"
ML24087A215,391-2024-001-00,05000391,2024-03-27,22461,"LER 2024-001-00 for Watts Bar Nuclear Plant, Unit 2, Automatic Reactor Trip Due to Main Generator Protection Relay Actuation"
ML24092A190,498--2024-001-00,05000498,2024-04-01,21101,LER 2024-001-00 for South Texas Project Unit 1 re Two Steam Generator Power Operated Relief Valves (PORVs) Inoperable Resulting in a Condition That Could Have Prevented Fulfillment of a Safety Function
ML24078A343,25-2024-001-00,05200025,2024-03-18,10817,"LER 2024-001-00 for Vogtle Electric Generating Plant (VEGP), Unit 3, Condition Prohibited by Technical Specification Limiting Condition of Operation 3.1.6 Control Bank Overlap Limits Exceeded Due to Inadequate Procedure Guidance"
ML24184B867,317-2024-001-01,05000317,2024-07-02,19302,"LER 2024-001-01 for Calvert Cliffs Nuclear Power Plant, Unit 1, Condition Prohibited by Technical Specifications due to Safety Injection Check Valve Not Full Closed"
ML24064A252,298-2024-001-00,05000298,2024-03-04,20338,"LER 2024-001-00 for Cooper Nuclear Station, Inoperable Turbine Stop Valve Limit Switch Causes Condition Prohibited by Technical Specifications"
ML24194A149,389-2024-002-01,05000389,2024-07-11,7754,"LER 2024-002-01 for St. Lucie, Unit 2, Safety Injection Tank Vent Through Wall Leakage"
ML24064A190,414-2024-001-00,05000414,2024-03-04,22405,"LER 2024-001-00 for Catawba Nuclear Station, Units 1 and 2, Condition Prohibited by Technical Specifications and Loss of Safety Function due to Failed Damper Controller for the 2A1 Emergency Diesel Generator Room Ventilation Fan."
ML24270A035,461-2023-002-01,05000461,2024-09-24,14547,"LER 2023-002-01 for Clinton Power Station, Unit 1, Reactor Core Isolation Cooling Inoperable Prior to Mode Change"
ML24302A223,259-2024-001-02,05000259,2024-10-28,24317,"LER 2024-001-02 for Browns Ferry Nuclear Plant, Units 1, 2, and 3, Secondary Containment Isolation Valve Inoperable due to Mechanical Failure"
ML24045A152,366-2024-001-00,05000366,2024-02-14,10610,"LER 2024-001-00 for Edwin I. Hatch Nuclear Plant, Unit 2, High Pressure Coolant Injection (HPCI) System Inoperable"
ML24045A179,382-2023-004-00,05000382,2024-02-14,14640,"LER 2023-004-00 for Waterford Steam Electric Station, Unit 3, Non-Compliance with Technical Specifications due to Performing Startup Channel 1 Functional Testing during Fuel Movement"
ML24044A193,416-2023-002-00,05000416,2024-02-13,10401,"LER 2023-002-00 for Grand Gulf Nuclear Station, Unit 1, Reactor Scram due to Generator Stator Fault to Ground"
ML24044A167,389-2024-001-00,05000389,2024-02-13,7691,"LER 2024-001-00 for St. Lucie, Unit 2, Safety Injection Tank Vent Through Wall Leakage"
ML24079A283,354-2023-003-01,05000354,2024-03-19,13062,"LER 2023-003-01 for Hope Creek Generating Station, Inadvertent Main Turbine Control Valve Closure Caused Reactor Scram"
ML24039A130,458-2023-006-00,05000458,2024-02-08,11897,"LER 2023-006-00 for River Bend Station, Unit 1, Automatic Reactor Scram Due to a Turbine Trip Following a Disconnect Failure at Switchyard"
ML24039A186,423-2023-005-00,05000423,2024-02-08,16857,"LER 2023-005-00 for Millstone Power Station, Unit 3, Oil Leakage From ""C"" RSS Pump Motor Challenged Meeting its Mission Time Resulting in a Condition Prohibited by Technical Specifications"
ML24032A443,528-2023-003-00,05000528,2024-02-01,13464,"LER 2023-003-00 for Palo Verde Nuclear Generating Station, Unit 1, Control Room Essential Filtration Actuation Signal (CREFAS) Actuation with Essential Spray Pond Pump Start"
ML24030A968,499-2023-002-00,05000499,2024-01-30,23227,"LER 2023-002-00 for South Texas Project, Unit 2, Automatic Actuation of Emergency Diesel Generator due to Lockout of Switchyard Electrical Bus"
ML24116A317,498-2023-004-01,05000498,2024-04-25,17634,"LER 2023-004-01 for South Texas Project, Unit 1, Condition Prohibited by Technical Specifications Due to Inoperable Train of Essential Chilled Water"
ML24022A224,397-2024-001-00,05000397,2024-01-22,2009,"LER 2024-001-00 for Columbia Generating Station, Failure to Track Operability of Requirements of Transversing In-Core Probe Valves"
ML24156A040,458-2023-005-01,05000458,2024-06-04,12941,"LER 2023-005-01 for River Bend Station, Unit 1, Manual Reactor Scram Due to Lowering Feedwater Temperature Following an Automatic Isolation of Feedwater Heater String"
ML24107B099,318-2023-004-01,05000318,2024-04-12,17663,"LER 2023-004-01 for Calvert Cliffs Nuclear Power Plant, Unit 2, Automatic Reactor Trip from Reactor Protection System Actuation due to Loss of Unit Service Transformer"
ML24015A002,499-2023-001-00,05000499,2024-01-15,21309,"LER 2023-001-00 for South Texas Project, Unit 2, Two Essential Chilled Water Trains Inoperable Resulting in a Condition That Could Have Prevented Fulfillment of a Safety Function"
ML24011A217,364-2024-001-00,05000364,2024-01-11,12690,"LER 2024-001-00 for Joseph M. Farley Nuclear Plant, Unit 2, Manual Reactor Trip due to Rising Steam Generator Levels"
ML24239A847,387-2023-004-01,05000387,2024-08-26,13255,"LER 2023-004-01 for Susquehanna Steam Electric Station, Unit 1, Manual Reactor Scram Due to Degraded Main Condenser Vacuum"
ML24171A011,498-2023-003-01,05000498,2024-06-19,25809,"LER 2023-003-01 for South Texas Project, Unit 1, Two Essential Chilled Water Trains Inoperable Resulting in a Condition That Could Have Prevented Fulfillment of a Safety Function"
ML24008A243,318-2023-003-00,05000318,2024-01-08,10833,"LER 2023-003-00 for Calvert Cliffs Nuclear Power Plant, Unit 2, Manual Actuation of Auxiliary Feedwater System Due to 22 Steam Generator Feedwater Pump Trip"
ML24008A240,318-2023-002-00,05000318,2024-01-08,13506,"LER 2023-002-00 for Calvert Cliffs Nuclear Power Plant, Unit 2, Automatic Reactor Trip from Reactor Protection System Actuation due to Loss of Unit Service Transformer"
ML23354A067,443-2023-05-00,05000443,2023-12-20,11099,"LER 2023-05-00 for Seabrook Station, Auxiliary Feedwater System Inoperable"
ML23364A001,382-2023-003-00,05000382,2023-12-30,13516,"LER 2023-003-00 for Waterford Steam Electric Station, Unit 3, Steam Generator Tube Degradation Indicated by Failed In-Situ Pressure Testing"
ML23362A034,458-2023-004-00,05000458,2023-12-28,12030,"LER 2023-004-00 for River Bend Station, Unit 1, Drywall Post Accident Radiation Monitor Inoperable due to Unrecognized Surveillance Failure"
ML23353A109,366-2023-003-00,05000366,2023-12-19,10194,"LER 2023-003-00 for Edwin I. Hatch Nuclear Plant, Unit 2, Manual Reactor Trip Due To Loss of Feedwater"
ML23347A130,250-2023-04-00,05000250,2023-12-13,8383,"LER 2023-04-00 for Turkey Point, Unit 3, Unplanned Automatic Scram During RPS Testing"
ML23341A209,364-2023-003-00,05000364,2023-12-07,9290,"LER 2023-003-00 for Joseph M. Farley Nuclear Plant, Unit 2, Pressurizer Code Safety Valve Lift Pressure Outside of Technical Specifications Limits"
ML24158A065,298-2023-002-01,05000298,2024-06-06,20488,"LER 2023-002-01 for Cooper Nuclear Station, Secondary Containment Differential Pressure Perturbation Exceeds Technical Specifications"
ML23363A151,220-2023-002-00,05000220,2023-12-15,14717,"LER 2023-002-00 for Nine Mile Point Nuclear Station, Unit 1, Average Power Range Monitors Declared Inoperable Due to Trip of Reactor Recirculation Pump 12"
ML23353A063,423-2023-004-00,05000423,2023-12-19,14901,"LER 2023-004-00 For Millstone Power Station, Unit 3 Regarding Reactor Coolant System Pressure Isolation Valves Operational Leakage Exceeded the Acceptance Criteria Resulting in a Condition Prohibited by Technical Specifications"
ML24270A029,423-2023-006-02,05000423,2024-09-26,28036,"LER 2023-006-02 for Millstone, Unit 3, Pressurizer Power Operated Relief Valve Failed to Open During Surveillance Testing Resulting In a Condition Prohibited by Technical Specifications"
ML24081A153,282-2023-001-01,05000282,2024-03-21,17945,"LER 2023-001-01 for Prairie Island Nuclear Generating Plant, Units 1 and 2, Reactor Trip, Auxiliary Feedwater and Emergency Service Water System Actuation due to Electrical Transient in DC Control Power Cables"
ML23347A120,369-23-001-00,05000369,2023-12-13,16923,"LER 23-001-00 for McGuire Nuclear Station, Unit 1, Automatic Actuation of the 1A Motor Driven Auxiliary Feedwater Pump Due to Human Error"
ML23338A183,373-2023-002-00,05000373,2023-12-04,17375,"LER 2023-002-00 for LaSalle County Station, Unit 1, Turbine Stop Valve Limit Switch Failure due to Lubricant Degradation"
ML25036A236,364-2025-001-00,05000364,2025-02-05,9843,"LER 2025-001-00 for Joseph Farley, Unit 2, Containment Isolation Valve Inoperable for Longer than Allowed by Technical Specifications"
ML23348A260,278-2023-002-00,05000278,2023-12-14,13873,"LER 2023-002-00 for Peach Bottom, Unit 3, Main Steam Isolation Valves Stroke Times Exceed Technical Specification Limit"
ML23346A154,315-2023-002-00,05000315,2023-12-12,15408,"LER 2023-002-00 for Donald C. Cook Nuclear Plant, Unit 1, Failure of Unit 1 West Auxiliary Feedwater Pump to Restart during Load Sequencer Testing"
ML24067A253,244-2023-003-01,05000244,2024-03-07,15919,"LER 2023-003-01 for RE. Ginna Nuclear Power Plant, Manual Reactor Trip due to Degraded Condenser Vacuum from Lowering Main Steam to Air Ejectors and Auxiliary Feedwater Actuation due to low Steam"
ML23342A122,423-2023-003-00,05000423,2023-12-08,16771,"LER 2023-003-00 for Millstone Power Station, Unit 3, RCS Temperature Detector Exceeded Time Response Acceptance Criteria resulting in a Condition Prohibited by Technical Specifications"
ML23342A068,528-2023-002-00,05000528,2023-12-08,15281,"LER 2023-002-00 for Palo Verde Nuclear Generating Station (PVNGS), Unit 1, Reactor Coolant System Degraded Pressure Boundary"
ML23338A184,263-2023-003-00,05000263,2023-12-04,15614,"LER 2023-003-00 for Monticello Nuclear Generating Plant, Condition Prohibited by Technical Specifications due to Inoperable Main Steam Line Low Pressure Isolation Switch"
ML24012A145,339-2023-001-00,05000339,2023-11-30,11522,"LER 2023-001-00 for North Anna Power Station, Unit 2, Reactor Coolant Pressure Boundary Leak Due to Poor Weld Workmanship"
ML23334A228,364-2023-002-00,05000364,2023-11-30,9686,"LER 2023-002-00 for Joseph M. Farley Nuclear Plant, Unit 2, Main Steam Safety Valve Lift Pressure Outside of Technical Specifications Limits due to Setpolnt Drift"
ML23333A215,348-2023-002-00,05000348,2023-11-29,9969,"LER 2023-002-00 for Joseph M. Farley Nuclear Plant, Unit 1, Residual Heat Removal Pump Inoperable for Longer than Allowed by Technical Specifications"
ML23333A143,483-2023-001-00,05000483,2023-11-29,18314,"LER 2023-001-00 for Callaway, Unit 1, Inoperable Instrument Tunnel Sump Level Indication Resulted In Condition Prohibited By Technical Specifications"
ML23331A967,275-2023-01-00,05000275,2023-11-27,11782,"LER 2023-01-00 for Diablo Canyon Power Plant, Unit 1, Unit 1 Manual Reactor Trip at Low Power"
ML23331A300,317-2023-001-00,05000317,2023-11-27,13380,"LER 2023-001-00 Calvert Cliffs Nuclear Power Plant, Unit 1, Condition Prohibited by Technical Specifications due to Failure to Sample Diesel Generator Fuel Oil Storage Tank"
ML23317A359,263-2023-002-00,05000263,2023-11-13,13990,"LER 2023-002-00 for Monticello Nuclear Generating Plant, Reactor Scram and Containment Isolation due to Valve Responses during Main Turbine Control Valve Testing"
ML23324A275,250-2023-03-00,05000250,2023-11-20,8944,"LER 2023-03-00 for Turkey Point, Unit 3, Grid Disturbance in Switchyard Causes Automatic Reactor Trip"
ML23321A224,457-2023-001-00,05000457,2023-11-17,11495,"LER 2023-001-00 for Braidwood Station, Unit 2, Train B Auxiliary Feedwater Pump was inoperable due to Degraded Oil in the Crank Case"
ML23313A196,387-2023-003-00,05000387,2023-11-09,13468,"LER 2023-003-00 for Susquehanna Steam Electric Station, D Diesel Generator Inoperable due to Clogged Fuel Injectors"
ML23312A176,244-2023-002-00,05000244,2023-11-08,18084,"LER 2023-002-00 for R.E. Ginna Nuclear Power Plant, Overtemperature Delta Temperature Reactor Protection System and Auxiliary Feedwater System Actuations on due to 100% Load Rejection caused by Turbine Overspeed Circuit Card Failure....."
ML23311A061,278-2023-001-00,05000278,2023-11-07,13412,"LER 2023-001-00 for Peach Bottom Atomic Power Station (PBAPS) Unit 3, Standby Liquid Control Pump Inoperable for Greater than LCO Window due to Gas Intrusion"
ML23334A152,423-2023-002-00,05000423,2023-11-30,22372,"LER 2023-002-00 for Millstone, Unit 3, Auxiliary Feedwater Control Valve Failure Resulting in a Condition Prohibited by Technical Specifications"
ML23306A048,410-2023-001-00,05000410,2023-10-27,11761,"LER 2023-001-00 for Nine Mile Point Nuclear Station, Unit 2, Automatic Reactor SCRAM on low Level Due to Partial Loss of Feedwater"
ML23284A427,424-2023-002-00,05000424,2023-10-11,10117,"LER 2023-002-00 for Vogtle Electric Generating Plant, Unit 1, Manual Reactor Trip Due to Failure of a Heater Drain Pump and Standby Condensate Pump"
ML23291A358,341-2023-003-00,05000341,2023-10-18,16561,"LER 2023-003-00 for Fermi 2 Power Plant, Reactor Pressure Boundary Leakage at Socket Weld on Reactor Recirculation Sample Line Caused by Fatigue Failure"
ML23334A076,265-2023-001-01,05000265,2023-11-30,14807,"LER 2023-001-01 for Quad Cities Nuclear Power Station, Unit 2, Turbine Trip and Automatic Reactor Scram due to High Moisture Separator Level"
ML23271A026,440-2023-003-00,05000440,2023-09-28,16721,"LER 2023-003-00 for Perry Nuclear Power Plant, Plant Trip During Reactor Protection System Power Transfer"
ML23275A053,250-2023-02-00,05000250,2023-10-02,8732,"LER 2023-02-00 for Turkey Point Nuclear Plant, Unit 3, Manual Reactor Trip due to Steam Generator Feedwater Regulating Valve Positioner Failure"
ML24060A097,391-2023-003-01,05000391,2024-02-29,21031,"LER 2023-003-01 for Watts Bar Nuclear Station, Unit 2, Automatic Reactor Trip Due to Loss of Main Feedwater Regulating Valve Control"
ML23271A132,364-2023-001-00,05000364,2023-09-28,12831,"LER 2023-001-00 for Joseph M. Farley Nuclear Plant, Unit 2, Pressurizer Code Safety Valve Lift Pressure Outside of Technical Specifications Limits"
ML23271A098,315-2023-001-00,05000315,2023-09-28,16861,"LER 2023-001-00 for Donald C. Cook Nuclear Plant Unit 1, Two Trains of Fuel Handling Area Exhaust Ventilation Inoperable"
ML23270B916,443-2023-04-00,05000443,2023-09-27,9494,"LER 2023-04-00 for Seabrook Station, Manual Reactor Trip due to Main Turbine Electro-Hydraulic Control Oil Level"
ML23262A958,25-2023-006-00,05200025,2023-09-19,10647,"LER 2023-006-00 for Vogtle Electric Generating Plant, Unit 3 Regarding Automatic Reactor Protection System Actuation During Startup Testing Due to Auto Reactive Power Regulator Being Active While In Island Mode Operation"
ML23258A067,341-2023-002-00,05000341,2023-09-15,17028,"LER 2023-002-00 for Fermi 2 Power Plant, Technical Specification Completion Time Exceeded Due to Repairs on the MDCT Fan D"
ML23319A429,458-2023-003-01,05000458,2023-11-15,11719,"LER 2023-003-01 for River Bend Station, Unit 1, Drywell Atmosphere Radiation Monitor Particulate and Gaseous Channels Inoperable due to Out of Tolerance Conversion Factors"
ML23251A141,412-2023-004-00,05000412,2023-09-08,17294,"LER 2023-004-00 for Beaver Valley Power Station, Unit No. 2, Condition Prohibited by Technical Specification and Loss of Safety Function due to Emergency Diesel Generator Lube Oil Contamination by Fuel Oil"
ML23249A177,25-2023-005-00,05200025,2023-09-06,10271,"LER 2023-005-00 for Vogtle Electric Generating Plant (VEGP), Unit 3, Automatic Reactor Protection System Actuation During Startup Testing Due to Inadequate Turbine Trip Logic"
ML23243B033,336-2023-002-00,05000336,2023-08-31,16951,"LER 2023-002-00 for Millstone, Unit 2, Failed Check Valve Resulted in an Unanalyzed Condition"
ML23236A544,391-2023-002-00,05000391,2023-08-24,18654,"LER 2023-002-00 for Watts Bar Nuclear Plant, Unit 2, Automatic Reactor Trip Due to Main Generator Protection Relay Actuation"
ML24060A311,287-2023-002-00,05000287,2024-02-29,20386,"LER 2023-002-00 for Oconee Nuclear Station, Unit 3, Passive Containment Isolation Device Inoperability Results in Operation or Condition Prohibited by Technical Specifications"
ML23229A506,261-2023-002-00,05000261,2023-08-17,14027,"LER 2023-002-00 for H.B. Robinson, Unit 2, Plant Trip During Reactor Protection System Testing"
ML23285A094,445-2023-001-01,05000445,2023-10-12,13346,"LER 2023-001-01 for Comanche Peak Nuclear Power Plant (CPNPP), Automatic Reactor Trip Due to Lo-Lo Steam Generator Level"
ML23222A257,261-2023-001-00,05000261,2023-08-10,13992,"LER 2023-001-00 for H.B. Robinson, Unit 2, Condition Prohibited by Technical Specification Due to Missed Entry into Limiting Condition for Operation"
ML24051A155,412-2023-003-01,05000412,2024-02-20,19762,"LER 2023-003-01 for Beaver Valley Power Station, Unit 2, Missile Barrier Door Left Open Resulting in a Loss of Safety Function"
ML23334A051,416-2023-001-01,05000416,2023-11-30,14228,"LER 2023-001-01 for Grand Gulf Nuclear Station, Unit 1, Valve Closure Test Failure Resulting in Condition Prohibited by Technical Specification"
ML23216A176,260-2023-002-00,05000260,2023-08-04,24307,"LER 2023-002-00 for Browns Ferry Nuclear Plant, Unit 2, Main Steam Relief Valves Lift Settings Outside of Technical Specifications Required Setpoints"
ML23313A162,529-2023-001-01,05000529,2023-11-09,21075,"LER 2023-001-01 for Palo Verde Nuclear Generating Station (PVNGS), Unit 2, Unit 2 Automatic Reactor Trip On Low Steam Generator Water Level Due To Degraded Feedwater Flow"
ML23208A287,423-2023-001-00,05000423,2023-07-27,13780,"LER 2023-001-00 for Millstone, Unit 3, Automatic Reactor Trip Due to Main Generator Output Breaker Ground Fault"
ML23199A216,306-2023-001-00,05000306,2023-07-18,12511,"LER 2023-001-00 for Prairie Island Nuclear Generating Plant Unit 2, 2GT/XFMR Lockout Due To Failure Of Lightning Arrester Caused Unit 2 Reactor Trip"
ML23201A109,391-2023-001-00,05000391,2023-07-20,19121,"LER 2023-001-00 for Watts Bar Nuclear Plant, Unit 2, Unanalyzed Condition Related to Loss of the 2A Emergency Diesel Generator During a Postulated Appendix R Fire"
ML23199A224,324-2023-001-00,05000324,2023-07-17,15488,"LER 2023-001-00 for Brunswick Steam Electric Plant, Unit No. 2, Two Main Steam Line Safety Relief Valves Inoperable"
ML23200A238,259-2023-002-00,05000259,2023-07-17,28626,"LER 2023-002-00 for Browns Ferry Nuclear Plant, Unit 1, Full Reactor Scram due to an Oscillation Power Range Monitor (OPRM) Confirmation Density Algorithm (CDA) Trip"
ML23193A364,412-2023-002-00,05000412,2023-07-12,13618,"LER 2023-002-00 for Beaver Valley Power Station, Unit 2, Automatic Actuation of Auxiliary Feedwater System"
ML23188A132,336-2023-001-00,05000336,2023-07-07,14185,"LER 2023-001-00 For Millstone, Unit 2, Structural Integrity Of ""A"" Train Service Water Header Piping Could Not Be Demonstrated Causing The Unit To Operate In A Condition Prohibited By Technical Specifications"
ML23181A088,443-2023-003-00,05000443,2023-06-30,11276,"LER 2023-003-00 for Seabrook Station, Unit 1, Reactor Protection System Manual Actuation Due to Failed Silicon Controlled Rectifiers"
ML23293A002,354-2023-002-00,05000354,2023-10-20,15153,"LER 2023-002-00 for Hope Creek Generating Station, Shutdown Margin Less Than Expected Resulting in a Condition Prohibited by Technical Specifications"
ML23270B186,390-2023-001-01,05000390,2023-09-27,20171,"LER 2023-001-01 for Watts Bar Nuclear Plant, Unit 1, Inadequate 10 CFR 50.59 Results in Failure to Obtain Prior NRC Approval for Condition Prohibited by Technical Specifications"
ML23181A173,25-2023-004-00,05200025,2023-06-30,10599,"LER 2023-004-00 for Vogtle Electric Generating Plant, Unit 3, Manual Reactor Protection System Actuation Due to Condenser Flanges Not Removed During Construction"
ML23181A085,443-2023-002-00,05000443,2023-06-30,11660,"LER 2023-002-00 for Seabrook Station, Unit 1, Automatic Actuation of Emergency Service Water During Testing Due to a Defective Relay"
ML23269A205,354-2023-001-02,05000354,2023-09-25,15647,"LER 2023-001-02 for Hope Creek Generating Station, Technical Specification Required Shutdown due to Declaring the Suppression Chamber and Primary Containment Inoperable"
ML23174A067,333-2023-003-00,05000333,2023-06-23,17253,"LER 2023-003-00 for James A. FitzPatrick Nuclear Power Plant, Emergency Diesel Generator Fuel Oil Supply Procedure Error ""B"" Subsystem"
ML23167A468,412-2023-001-00,05000412,2023-06-16,11477,"LER 2023-001-00 for Beaver Valley Power Station, Unit No. 2, Indications Identified During Reactor Vessel Head Inspection"
ML23166A081,325-2023-001-00,05000325,2023-06-15,12795,"LER 2023-001-00 for Brunswick Steam Electric Plant, Unit 1, Loss of Redundant Power Supply Operation Causes Turbine Trip and Subsequent Reactor Scram"
ML24060A312,270-2023-001-00,05000270,2024-02-29,18983,"LER 2023-001-00 for Oconee Nuclear Station Unit 2, Inappropriate Procedural Guidance for Planned Online Maintenance Results in Event or Condition that Could Have Prevented Fulfillment of a Safety Function Licensee"
ML23167A071,373-2023-001-00,05000373,2023-06-16,11838,"LER 2023-001-00 for LaSalle County Station, Unit 1, Low Pressure Core Spray Inoperable due to Minimum Flow Valve Flow Pressure Switch Failure"
ML23165A158,250-2023-001-00,05000250,2023-06-14,7999,"LER 2023-001-00 for Turkey Point Unit 3, RCS Pressure Boundary Degraded"
ML23226A139,333-2023-002-01,05000333,2023-08-14,17036,"LER 2023-002-01 for James A. FitzPatrick Nuclear Power Plant, Reactor Protection System Electric Power Monitoring System Trip Caused Primary Containment Isolation"
ML23335A068,333-2023-004-00,05000333,2023-12-01,17511,"LER 2023-004-00 For James A. Fitzpatrick Nuclear Power Plant, Misaligned Spacer Prevented Tie Breaker Closing Coil Armature Operation on a Magne-Blast for EDG A Subsystem"
ML23163A217,443-2023-001-00,05000443,2023-06-12,10550,"LER 2023-001-00 for Seabrook Station, Automatic Actuation of 'B' Emergency Diesel Generator Emergency Power Sequencer"
ML23158A263,244-2023-001-00,05000244,2023-06-07,16180,"LER 2023-001-00 for Ginna, Vital Bus 17 failed to load onto Emergency Diesel Generator B during Load / Safeguard Sequence Testing; corroded breaker shunt trip attachment plunger found which indicated an earlier violation of Technical Specification 3.8.1"
ML23160A212,313-2023-002-00,05000313,2023-06-09,16512,"LER 2023-002-00 for Arkansas Nuclear One, Unit 1, Reactor Protection System Underpower Relay Test Failure Resulting in Condition Prohibited by Technical Specifications"
ML23158A170,328-2023-001-00,05000328,2023-06-07,25932,"LER 2023-001-00 for Sequoyah Nuclear Plant, Unit 2, Inoperable Ice Condenser Intermediate Deck Doors Results in Condition Prohibited by Technical Specifications"
ML23159A223,25-2023-003-00,05200025,2023-06-08,9984,"LER 2023-003-00 for Vogtle Electric Generating Plant (VEGP), Unit 3, Automatic Reactor Protection System Actuation During Startup Testing Due to Incorrect Turbine Control Valve Setting"
ML24026A298,528-2023-001-02,05000528,2024-01-26,29838,"LER 2023-001-02 for Palo Verde Nuclear Generating Station, Unit 1, Reactor Trip Following a Main Turbine Trip"
ML23157A176,387-2023-002-00,05000387,2023-06-06,12705,"LER 2023-002-00 for Susquehanna Steam Electric Station, Unit 1, Unplanned lnoperability of the High Pressure Coolant Injection (HPCI) System due Failure of the HPCI Turbine Stop Valve to Fully Close, Most Likely Due to Internal Corrosion and....."
ML23150A162,395-2023-001-00,05000395,2023-05-30,12229,"LER 2023-001-00 for Virgil C. Summer, Unit 1, Manual Reactor Trip Due to Loss of MAIN Feedwater Pump"
ML23151A370,370-2023-001-00,05000370,2023-05-31,20136,"LER 2023-001-00 for McGuire Nuclear Station, Unit 2, Manual Actuation of the Unit 2 Motor Driven Auxiliary Feedwater Pumps"
ML23146A191,366-2023-002-00,05000366,2023-05-26,8658,"LER 2023-002-00 for Edwin I. Hatch Nuclear Plant, Unit 2, Manual SCRAM due to Trip of both Reactor Recirculation Pumps"
ML23145A178,388-2023-001-00,05000388,2023-05-25,15104,"LER 2023-001-00 for Susquehanna Steam Electric Station, Unit 2 - Secondary Containment Bypass Leakage Limit Exceeded Due Inadequate Procedure Guidance Resulting in Failure of the Inboard Containment Isolation Valve to Close and Pressurize"
ML23229A121,458-2023-001-01,05000458,2023-08-17,13579,"LER 2023-001-01 for River Bend Station, Unit 1, Ultimate Heat Sink Inoperable due to Boundary Valve Leakage"
ML23177A043,341-2023-001-01,05000341,2023-06-23,25151,"LER 2023-001-01 for Fermi 2 Power Plant, Loss of Mechanical Draft Cooling Tower Fan Brakes during High Speeds Leads to Loss of Safety Function and Inoperability"
ML23142A269,387-2023-001-00,05000387,2023-05-22,13285,"LER 2023-001-00 for Susquehanna, Inadvertent Contact Between Relay Cover and Relay Trip Contacts Resulted in Automatic Actuation of the B Emergency Diesel Generator"
ML23227A037,220-2023-001-01,05000220,2023-08-11,14820,"LER 2023-001-01, Nine Mile Point Nuclear Station, Unit 1, Supplement to NMP1 Indication on the N2E Dissimilar Metal Weld Exceeding ASME Acceptance Criteria"
ML23207A220,498-2023-001-01,05000498,2023-07-26,27143,"LER 2023-001-01 for South Texas Project, Unit 1, Supplement to Pressurizer Power Operated Valve Failed to Open"
ML23285A040,454-2023-001-01,05000454,2023-10-12,12576,"LER 2023-001-01 for Byron Station, Units 1 and 2, 0A Control Room Ventilation Inoperable Due to Jumpers Left on 0PR031J and 0PR32J"
ML23135A768,25-2023-002-00,05200025,2023-05-15,11037,"LER 2023-002-00 for Vogtle, Unit 3, Automatic RPS Actuation Durin9 Mode 1 Due to Incorrect Relay Settings Caused by Less Than Adequate Questioning Attitude, Validation of Assumptions, and Interface/Guidance"
ML23272A104,318-2023-001-01,05000318,2023-09-29,21947,"LER 2023-001-01 for Calvert Cliffs Nuclear Power Plant, Unit 2, Condition Prohibited by Technical Specifications due to Inoperable Nuclear Instrumentation at Very Low Power"
